product_id,product_name,price,rating,url
P0112,Samsung Galaxy Z Fold6 5G 256GB,27990000,4.9,https://fptshop.com.vn/dien-thoai/samsung-galaxy-z-fold6
P0113,REDMAGIC 11S Pro 5G 12GB 256GB,22990000,4.9,https://fptshop.com.vn/dien-thoai/redmagic-11s-pro
P0114,Honor X9c 5G 12GB 256GB,7290000,4.9,https://fptshop.com.vn/dien-thoai/honor-x9c
P0115,Samsung Galaxy XCover7 Pro 5G 6GB 128GB,14230000,4.9,https://fptshop.com.vn/dien-thoai/samsung-galaxy-xcover7-pro
P0116,iPhone 16e 128GB SIM Viettel,16690000,4.9,https://fptshop.com.vn/dien-thoai/iphone-16e-sim-viettel
P0117,Tecno Spark 40 8GB 256GB,3890000,4.9,https://fptshop.com.vn/dien-thoai/tecno-spark-40-8gb
P0118,iPhone 16e 128GB,14990000,4.9,https://fptshop.com.vn/dien-thoai/iphone-16e
P0119,iPhone 17e 256GB,17490000,4.9,https://fptshop.com.vn/dien-thoai/iphone-17e
P0120,Xiaomi Poco M7 Pro 5G 8GB 256GB,5990000,4.9,https://fptshop.com.vn/dien-thoai/xiaomi-poco-m7-pro
P0121,OPPO Find X9 5G 16GB 512GB,26990000,4.9,https://fptshop.com.vn/dien-thoai/oppo-find-x9-5g-16gb
P0122,Oppo Find X9s 5G 12GB 256GB,23990000,4.9,https://fptshop.com.vn/dien-thoai/oppo-find-x9s
P0123,OPPO Find N6 5G 16GB 512GB,64990000,4.9,https://fptshop.com.vn/dien-thoai/oppo-find-n6
P0124,OPPO A3 8GB 256GB,5680000,4.9,https://fptshop.com.vn/dien-thoai/oppo-a3-8gb
P0125,Xiaomi POCO C81 Pro 4GB 128GB,3890000,4.9,https://fptshop.com.vn/dien-thoai/xiaomi-poco-c81-pro
P0126,Xiaomi 17 Ultra 5G 16GB 512GB,31190000,4.9,https://fptshop.com.vn/dien-thoai/xiaomi-17-ultra
P0127,Honor X6c 6GB 128GB,4490000,4.9,https://fptshop.com.vn/dien-thoai/honor-x6c
P0128,Xiaomi Redmi A7 Pro 4GB 128GB (NFC),4290000,4.9,https://fptshop.com.vn/dien-thoai/xiaomi-redmi-a7-pro
P0129,Samsung Galaxy Z TriFold 5G 16GB 512GB,0,4.9,https://fptshop.com.vn/dien-thoai/samsung-galaxy-z-trifold
P0130,iPhone 17 Pro 256GB,33990000,4.9,https://fptshop.com.vn/dien-thoai/iphone-17-pro
P0131,Xiaomi 17T 5G 12GB 512GB,18990000,4.9,https://fptshop.com.vn/dien-thoai/xiaomi-17t
P0132,Nubia Air 5G 8GB 256GB,5490000,4.9,https://fptshop.com.vn/dien-thoai/nubia-air
P0133,Xiaomi Redmi 15C 8GB 256GB,4990000,4.9,https://fptshop.com.vn/dien-thoai/xiaomi-redmi-15c-8gb
P0134,Samsung Galaxy A56 5G 8GB 128GB,8990000,4.9,https://fptshop.com.vn/dien-thoai/samsung-galaxy-a56
P0135,Honor Pad X8a WiFi 4GB 128GB,4890000,4.9,https://fptshop.com.vn/may-tinh-bang/honor-pad-x8a
P0136,Samsung Galaxy Tab A11 Plus 5G 8GB 256GB,10390000,4.9,https://fptshop.com.vn/may-tinh-bang/samsung-galaxy-tab-a11-plus-5g-8gb
P0137,Huawei MatePad 11.5 WiFi 6GB 128GB 2025 (Bàn phím rời),5990000,4.9,https://fptshop.com.vn/may-tinh-bang/huawei-matepad-115-wifi-6gb-2025-ban-phim-roi
